name,mass,fall,year,reclat,reclong
Silver Crown,11600,Found,1887,41.23333,-104.98333
De Cewsville,340,Fell,1887,43,-80
Algoma,4100,Found,1887,44.65,-87.46667
Bielokrynitschie,1900,Fell,1887,50.13333,27.16667
Ochansk,500000,Fell,1887,57.78333,55.26667
Eli Elwah,15200,Found,1888,-34.5,144.71667
Cowra,5560,Found,1888,-33.85,148.68333
Carcote,392,Found,1888,-24,-69
La Primitiva,27400,Found,1888,-19.91667,-69.81667
Minas Gerais,1224,Found,1888,-18.5,-44
Pirapora,6175,Found,1888,-17.3,-45
Bella Roca,33000,Found,1888,24.9,-105.4
Haniet-el-Beguel,2000,Found,1888,32.48333,4.4
Thomson,218,Found,1888,33.46667,-82.48333
St. Genevieve County,244500,Found,1888,37.96667,-90.31667
Franklinville,108,Found,1888,38.5,-100
Lonaconing,1400,Found,1888,39.41667,-79.15
Welland,8200,Found,1888,43.01667,-79.21667
Thurlow,5500,Found,1888,44.75,-77.58333
Bischtübe,48250,Found,1888,51.95,62.2
Gilgoin,147000,Found,1889,-30.38333,147.2
Ergheo,20000,Fell,1889,1.16667,44.16667
Apoala,85000,Found,1889,17.7,-97
Ameca-Ameca,1.2,Found,1889,20.58333,-104.06667
Moctezuma,1700,Found,1889,29.8,-109.66667
Travis County (a),175400,Found,1889,30.3,-97.7
Travis County (b),5900,Found,1889,30.55556,-97.95278
Dexter,1724,Found,1889,33.81667,-97
Ferguson,220,Fell,1889,36.1,-81.41667
Hopper,1800,Found,1889,36.55,-79.78333
Kenton County,194000,Found,1889,38.81667,-84.6
Jelica,34000,Fell,1889,43.83333,20.44167
Iron River,1420,Found,1889,46.07944,-88.55972
Mighei,8000,Fell,1889,48.06667,30.96667
Lundsgård,11000,Fell,1889,56.21667,13.03333
Blue Tier,1400,Found,1890,-41.18333,148.03333
Kakangari,350,Fell,1890,12.38333,78.51667
Nawapali,105,Fell,1890,21.25,83.66667
Hassi-Jekna,1250,Fell,1890,28.95,0.81667
Jianshi,600000,Fell,1890,30.80833,109.5
Sacramento Mountains,237200,Found,1890,32.91667,-104.66667
Summit,1000,Found,1890,34.2,-86.48333
Western Arkansas,1750,Found,1890,35,-94
Bridgewater,13600,Found,1890,35.71667,-81.86667
Shirahagi,22700,Found,1890,36.7,137.36667
Franceville,18800,Found,1890,38.81667,-104.61667
Morland,295000,Found,1890,39.33333,-100.06667
Farmington,89400,Fell,1890,39.75,-97.03333
Collescipoli,5000,Fell,1890,42.53333,12.61667
Forest City,152000,Fell,1890,43.25,-93.66667
Nagy-Vázsony,2000,Found,1890,46.98333,17.7
Villedieu,14000,Found,1890,47.91667,4.35
St. Germain-du-Pinel,4000,Fell,1890,48.01667,-1.15
Augustinovka,400000,Found,1890,48.06667,35.08333
Misshof,5800,Fell,1890,56.66667,23
Ternera,1980,Found,1891,-27.33333,-69.8
Kingston,12900,Found,1891,32.9,-107.73333
Canyon Diablo,30000000,Found,1891,35.05,-111.03333
Forsyth County,22700,Found,1891,36.1,-80.2
Jonesboro,30,Found,1891,36.3,-82.46667
Indarch,27000,Fell,1891,39.75,46.66667
Long Island,564000,Found,1891,39.93333,-99.6
Bald Eagle,3200,Found,1891,41.28333,-77.05
Guêa,1915,Fell,1891,43.76667,20.23333
Toubil River,22000,Found,1891,55.88333,89.1
Moonbi,13200,Found,1892,-30.91667,151.28333
Ballinoo,42200,Found,1892,-27.7,115.76667
Cobija,6530,Found,1892,-22.56667,-70.25
Roebourne,86860,Found,1892,-22.33333,118
Bansur,15000,Fell,1892,27.7,76.33333
Cross Roads,167,Fell,1892,35.63333,-78.13333
Saotome,10880,Found,1892,36.5,137
Guareña,39000,Fell,1892,38.73333,-6.01667
Dayton,26300,Found,1892,39.75,-84.16667
Bath,21000,Fell,1892,45.41667,-98.31667
Morradal,2750,Found,1892,62,7.66667
Bherai,100,Fell,1893,20.83333,71.46667
Kaufman,23000,Found,1893,32.58333,-96.41667
Kofa,490,Found,1893,33.5,-114
El Capitan,27500,Found,1893,33.5,-105.5
Persimmon Creek,5000,Found,1893,35.05,-84.23333
Pricetown,900,Fell,1893,39.11667,-83.85
Prairie Dog Creek,2900,Found,1893,39.63333,-100.5
Oroville,24500,Found,1893,39.68333,-121.63333
Plymouth,14000,Found,1893,41.33333,-86.31667
South Bend,2500,Found,1893,41.65,-86.21667
Beaver Creek,14000,Fell,1893,51.16667,-117.33333
Zabrodje,3000,Fell,1893,55.18333,27.91667
Bori,8600,Fell,1894,21.95,78.03333
Canton,7030,Found,1894,34.2,-84.48333
Los Martinez,25,Fell,1894,38,-0.83333
Ness County (1894),82000,Found,1894,38.5,-99.6
Jerome (Kansas),29600,Found,1894,38.76667,-100.73333
Hildreth,3060,Found,1894,40.33333,-99.03333
Sam's Valley,6920,Found,1894,42.53333,-122.875
Arlington,8940,Found,1894,44.6,-94.1
Savtschenskoje,2500,Fell,1894,47.21667,29.86667
Fisher,17600,Fell,1894,47.81667,-96.85
Nocoleche,20000,Found,1895,-29.86667,144.21667
Pampa del Infierno,896,Found,1895,-26.68333,-61.08333
Rockhampton,1641,Fell,1895,-23.38333,150.51667
Bishunpur,1039,Fell,1895,25.38333,82.6
Ambapur Nagla,6400,Fell,1895,27.66667,78.25
Oscuro Mountains,3600,Found,1895,33.63333,-106.38333
Oakley (stone),27700,Found,1895,38.95,-101.01667
Reed City,20000,Found,1895,43.86667,-85.51667
Hayden Creek,270,Found,1895,45,-114
Nagy-Borové,6100,Fell,1895,49.16667,19.5
Rosario,2700,Found,1896,14.6,-88.68333
Atemajac,94.2,Fell,1896,20.06667,-103.66667
Loreto,94800,Found,1896,26.01667,-111.36667
Arispe,683000,Found,1896,30.33333,-109.98333
Luis Lopez,7000,Found,1896,34,-106.96667
Ottawa,840,Fell,1896,38.6,-95.21667
Covert,61000,Found,1896,39.2,-98.78333
Madrid,400,Fell,1896,40.41667,-3.71667
Lesves,2000,Fell,1896,50.36667,4.73333
Mungindi,51300,Found,1897,-28.93333,148.95
Los Reyes,19500,Found,1897,19.26667,-97.28333
Gambat,6400,Fell,1897,27.35,68.53333
Delhi,0.8,Fell,1897,28.56667,77.25
San Angelo,88000,Found,1897,31.41667,-100.35
Kangra Valley,400,Fell,1897,32.08333,76.3
Higashi-koen,750,Fell,1897,33.6,130.43333
Nio,467,Fell,1897,34.2,131.56667
Mount Morris (New York),12.5,Found,1897,42.7,-77.88333
Lancon,7000,Fell,1897,43.75,5.11667
Zavid,95000,Fell,1897,44.4,19.11667
Meuselbach,870,Fell,1897,50.58333,11.1
Bendock,27000,Found,1898,-37.15,148.91667
Bond Springs,6.2,Found,1898,-23.5,133.83333
Sierra Gorda,26000,Found,1898,-22.9,-69.35
Kodaikanal,15900,Found,1898,10.26667,77.4
Mart,7140,Found,1898,31.5,-96.88333
Iredell,1500,Found,1898,31.96667,-97.86667
Zaisho,330,Fell,1898,33.7,133.8
Cedartown,11300,Found,1898,34.01667,-85.26667
Weaver Mountains,38800,Found,1898,34.25,-112.75
Mount Ouray,900,Found,1898,38.41667,-106.21667
Quesa,10750,Fell,1898,39,-0.66667
Mariaville,340,Fell,1898,42.71667,-99.38333
Andover,3200,Fell,1898,44.61667,-70.75
Armanty,28000000,Found,1898,47,88
Andryushki,26.6,Found,1898,49.65,29.63333
Alt Bela,4000,Found,1898,49.76667,18.25
Mjelleim,100.7,Fell,1898,61.73333,5.93333
Castray River,10,Found,1899,-41.5,145.41667
Zomba,7500,Fell,1899,-15.18333,35.28333
Peramiho,165,Fell,1899,-10.66667,35.5
Rancho de la Presa,300,Fell,1899,19.86667,-100.81667
Donga Kohrod,230,Fell,1899,21.86667,82.45
Surprise Springs,1500,Found,1899,34.16667,-115.91667
Murphy,7700,Found,1899,35.1,-84.03333
Magnesia,5000,Fell,1899,37.86667,27.51667
Red Willow,2750,Found,1899,40.25,-100.5
Gerona,148,Found,1899,41.96667,2.81667
Allegan,32000,Fell,1899,42.53333,-85.88333
Illinois Gulch,2500,Found,1899,46.68333,-112.55
Kissij,5500,Found,1899,54.86667,50.88333
Bjurböle,330000,Fell,1899,60.4,25.8
Rhine Villa,3325,Found,1900,-34.66667,139.28333
Boogaldi,2000,Found,1900,-31.15,149.11667
Emmaville,127,Fell,1900,-29.46667,151.61667
Ovambo,121.5,Fell,1900,-18,16
N'Goureyma,37500,Fell,1900,13.85,-4.38333
Cedar (Texas),26000,Found,1900,29.82806,-96.90861
Felix,3200,Fell,1900,32.53333,-87.16667
Sterling,679.5,Found,1900,40.6,-103.18333
La Porte,14540,Found,1900,41.6,-86.71667
Ofehértó,3750,Fell,1900,47.88333,22.03333
Selcany,20,Found,1900,49.75,14.41667
Forsbach,240,Fell,1900,50.95,7.31667
Alexandrovsky,9251,Fell,1900,50.95,31.81667
Karagai,115,Found,1900,51.11667,57.91667
Norin-Shibir,3.5,Found,1900,51.85,107.91667
Leonovka,700,Fell,1900,52.26667,32.85
Sindhri,8400,Fell,1901,26.21667,69.55
Paulding County,725,Found,1901,34,-84.8
Ashfork,27000,Found,1901,35.25,-112.5
Hendersonville,6000,Found,1901,35.31667,-81.46667
Saline,30800,Found,1901,39.4,-100.4
Phillips County (stone),57900,Fell,1901,40,-99.25
Chervettaz,705,Fell,1901,46.55,6.81667
Hvittis,14000,Fell,1901,61.18333,22.68333
Gay Gulch,483,Found,1901,63.91667,-139.33333
Achiras,780,Fell,1902,-33.16667,-64.95
Mount Browne,11300,Fell,1902,-29.8,141.7
Nuleri,120,Found,1902,-27.83333,123.86667
Kamsagar,1293,Fell,1902,14.18333,75.8
Chinautla,5720,Found,1902,14.5,-90.5
Bath Furnace,86000,Fell,1902,38.25,-83.75
Caratash,8,Fell,1902,38.5,27
Willamette,15500000,Found,1902,45.36667,-122.58333
Veliko-Nikolaevsky Priisk,24267,Found,1902,53.83333,97.33333
Crumlin,4255,Fell,1902,54.61667,-6.21667
Marjalahti,45000,Fell,1902,61.5,30.5
Finmarken,78300,Found,1902,70,24
Yarroweyah,9600,Found,1903,-35.98333,145.58333
Kouga Mountains,1173000,Found,1903,-33.61667,24
Jackalsfontein,48000,Fell,1903,-32.5,21.9
Mount Dyrring,11300,Found,1903,-32.33333,151.2
St. Mark's,13780,Fell,1903,-32.01667,27.41667
Tamarugal,320000,Found,1903,-20.8,-69.66667
Uberaba,40000,Fell,1903,-19.81667,-48.78333
Uwet,54000,Found,1903,5.28333,8.25
Tlacotepec,71000,Found,1903,18.65,-97.55
Teocaltiche,10000,Found,1903,21.43333,-102.56667
Dokachi,3840,Fell,1903,23.5,90.33333
Cumpas,28600,Found,1903,30,-109.66667
Davis Mountains,689000,Found,1903,30.75,-104.25
Rich Mountain,668,Fell,1903,35.03333,-83.03333
Knowles,161000,Found,1903,36.9,-100.21667
Billings,24500,Found,1903,37.06667,-93.55
Providence,6804,Found,1903,38.56667,-85.23333
Kansas City (1903),36000,Found,1903,39.1,-94.63333
Lancaster County,13000,Found,1903,40.66667,-96.75
Valdinizza,1004,Fell,1903,44.86667,9.15
Menziswyl,28.9,Fell,1903,46.81867,7.21817
Tyumen,750,Fell,1903,57.16667,65.53333
Lefroy,3.3,Found,1904,-40.73333,146.96667
Delegate,27700,Found,1904,-37,149.03333
Puerta de Arauco,1533,Found,1904,-28.88333,-66.66667
Puente del Zacate,30790,Found,1904,27.86667,-101.5
Okano,4742,Fell,1904,35.08333,135.2
Gumoschnik,5700,Fell,1904,42.9,24.7
Shelburne,18600,Fell,1904,44.05,-80.16667
Bagnone,48000,Found,1904,44.31667,9.98333
Chambord,6600,Found,1904,48.45,-72.06667
Lipovsky,3500,Found,1904,49.08333,42.51667
Barnaul,23.2,Fell,1904,52.73333,84.08333
El Perdido,30250,Found,1905,-38.68333,-61.1
Ellerslie,10200,Found,1905,-28.9,146.76667
Las Salinas,3515,Found,1905,-23,-69.5
Kota-Kota,334,Found,1905,-13.01667,34.2
Bholghati,2500,Fell,1905,22.08333,86.9
Karkh,22000,Fell,1905,27.8,67.16667
Kanzaki,483,Found,1905,33.3,130.36667
Coon Butte,2750,Found,1905,35,-111
Scott City,2135,Found,1905,38.46667,-100.93333
Modoc (1905),35000,Fell,1905,38.5,-101.1
Garraf,8800,Found,1905,41.26667,1.91667
Minnichhof,550,Fell,1905,47.7,16.6
Tomakovka,600,Fell,1905,47.85,34.76667
Skookum,16000,Found,1905,63.91667,-139.33333
Diep River,1000,Fell,1906,-33.75,18.56667
Vishnupur,2437,Fell,1906,23.1,87.43333
Kirbyville,97.7,Fell,1906,30.75,-95.95
Selma,140600,Found,1906,32.4,-87
Blackwell,2381,Fell,1906,36.83333,-97.33333
Kijima (1906),331,Fell,1906,36.85,138.38333
Perryville,17500,Found,1906,37.73333,-89.85
Elm Creek,7000,Found,1906,38.5,-96.2
Duchesne,22700,Found,1906,40.38333,-110.86667
Kulp,3719,Fell,1906,41.11667,45
Marburg,3000,Found,1906,50.81667,8.76667
Krutikha,845.2,Fell,1906,56.8,77
Muonionalusta,230000,Found,1906,67.8,23.1
Simondium,1600,Found,1907,-33.85,18.95
Bowden,603,Found,1907,-33,26.4
Mount Ayliff,13600,Found,1907,-30.81667,29.35
Bali,1000,Fell,1907,5.38333,16.38333
Chainpur,8200,Fell,1907,25.85,83.48333
Huizopa,140000,Found,1907,28.9,-108.56667
Cleburne,6800,Found,1907,32.31667,-97.41667
Leighton,877,Fell,1907,34.58333,-87.5
Norfolk,23000,Found,1907,36.9,-76.3
Guffey,309000,Found,1907,38.76667,-105.51667
Shrewsbury,12000,Found,1907,39.76667,-76.66667
Domanitch,438,Fell,1907,40,29
Ainsworth,80650,Found,1907,42.6,-99.8
Fairburn,445,Found,1907,43.603,-103.026
Bodaibo,15900,Found,1907,57.85,114.2
Näs,375,Found,1907,59.18333,12.21667
Mokoia,4500,Fell,1908,-39.63333,174.4
Yarri,1500,Found,1908,-29.45,121.21667
Arltunga,18100,Found,1908,-23.33333,134.66667
Sete Lagoas,350,Fell,1908,-19.46667,-44.21667
Kangean,1630,Fell,1908,-7,115.5
Imperial,4,Found,1908,32.86667,-115.58333
Pickens County,400,Found,1908,34.5,-84.5
Palmersville,9979,Found,1908,36.4665,-88.60283
Quinn Canyon,1450000,Found,1908,38.08333,-115.53333
Salina,235,Found,1908,38.98333,-111.85
Avce,1230,Fell,1908,46,13.5
Kagarlyk,1900,Fell,1908,49.86667,30.83333
Novy-Projekt,1001,Fell,1908,56,22
Hermitage Plains,32000,Found,1909,-31.73333,146.4
Murnpeowie,1143000,Found,1909,-29.58333,139.9
Mount Dooling,734000,Found,1909,-29.45,119.71667
Rateldraai,549000,Found,1909,-28.83333,21.13333
Ahumada,52600,Found,1909,30.7,-105.5
Blanket,5100,Fell,1909,31.83333,-98.83333
Haskell,36000,Found,1909,33.21333,-99.73167
Gun Creek,22700,Found,1909,34,-111
Gifu,14290,Fell,1909,35.53333,136.88333
Teplá,17000,Found,1909,49.98333,12.86667
Cadell,3290,Found,1910,-34.06667,139.75
Schaap-Kooi,2700,Found,1910,-32.08333,21.33333
Britstown,544,Found,1910,-30.58333,23.55
Rica Aventura,5395,Found,1910,-21.98333,-69.61667
Pooposo,12000,Found,1910,-18.33333,-66.83333
Paitan,515,Fell,1910,17.74333,120.45583
Lakangaon,212.5,Fell,1910,21.86667,76.03333
Khohar,9700,Fell,1910,25.1,81.53333
Mirzapur,8510,Fell,1910,25.68333,83.25
Hedjaz,6100,Fell,1910,27.33333,35.66667
Baroti,4500,Fell,1910,31.61667,76.8
Hashima,1110.6,Fell,1910,35.2945,136.70033
Tendo,10100,Found,1910,38.35,140.37333
Huntsman,14500,Found,1910,41.18333,-103
Vigarano,15000,Fell,1910,44.85,11.4
Blithfield,1830,Found,1910,45.5,-77
Grzempach,690,Fell,1910,52.86667,16.63333
Dorofeevka,12600,Found,1910,53.33333,70.06667
St. Michel,17000,Fell,1910,61.65,27.2
Mundrabilla,24000000,Found,1911,-30.78333,127.55
Tonk,7.7,Fell,1911,24.65,76.86667
Cruz del Aire,23000,Found,1911,26.5,-100
Nakhla,10000,Fell,1911,31.31667,30.35
Cullison,10000,Found,1911,37.61667,-98.91667
Oberlin,2500,Found,1911,39.8,-100.51667
Erevan,107.2,Fell,1911,40.3,44.5
Kilbourn,772,Fell,1911,43.58333,-89.6
Kermichel,3000,Found,1911,47.65,-2.76667
Vicenice,4370,Found,1911,49.21667,15.8
Demina,16400,Fell,1911,51.46667,84.76667
Adelie Land,1000,Found,1912,-67.18333,142.38333
Binda,5400,Found,1912,-34.31667,149.38333
Molong,104000,Found,1912,-33.28333,148.88333
N'Kandhla,17200,Fell,1912,-28.56667,30.7
Leeuwfontein,460,Fell,1912,-25.66667,28.36667
Shupiyan,5000,Fell,1912,33.71667,74.83333
Floydada,12500,Found,1912,33.98333,-101.28333
Holbrook,220000,Fell,1912,34.9,-110.18333
Colomera,134000,Found,1912,37.43333,-3.65
Bishop Canyon,8600,Found,1912,38,-108.5
Gretna,82000,Found,1912,39.93333,-99.21667
Tarbagatai,370,Found,1912,51.36667,107.38333
Mount Edith,326000,Found,1913,-22.5,116.16667
Banswal,14,Fell,1913,30.4,78.2
Burkett,8400,Found,1913,32.03333,-99.25
Moore County,1880,Fell,1913,35.41667,-79.38333
Sakauchi,4180,Fell,1913,35.66667,136.3
Kamiomi,448,Fell,1913,36.04167,139.95667
Cookeville,2300,Found,1913,36.16667,-85.51667
Owens Valley,192800,Found,1913,37.46667,-118
Culbertson,5900,Found,1913,40.23333,-100.83333
Chinga,209400,Found,1913,51.05833,94.4
Varpaisjärvi,2000,Found,1913,63.3,27.73333
Karee Kloof,92100,Found,1914,-31.6,25.8
Cartoonkana,294,Found,1914,-29.75,141.03333
Yandama,5800,Found,1914,-29.75,141.03333
Kopjes Vlei,13600,Found,1914,-29.3,21.15
Carraweena,31600,Found,1914,-29.23333,139.93333
Artracoona,20810,Found,1914,-29.06667,139.91667
Cratheús (1931),27500,Found,1914,-5.25,-40.5
Kuttippuram,45000,Fell,1914,10.83333,76.03333
Ysleta,140700,Found,1914,31.65,-106.18333
Lushton,6700,Found,1914,40.74972,-97.74972
Willow Creek,51000,Found,1914,43.46667,-106.76667
Palinshih,18000,Fell,1914,43.48333,118.61667
Saint-Sauveur,14000,Fell,1914,43.73333,1.38333
Nyirábrany,1100,Fell,1914,47.55,22.025
Kisvarsány,1550,Fell,1914,48.16667,22.30833
Ryechki,13000,Fell,1914,51.13333,34.5
Morasko,290000,Found,1914,52.46667,16.9
Appley Bridge,15000,Fell,1914,53.58333,-2.71667
Waingaromia,9200,Found,1915,-38.25,178.08333
Naretha,5500,Found,1915,-31,124.83333
Gladstone (iron),736600,Found,1915,-23.9,151.3
Meester-Cornelis,24750,Fell,1915,-6.23333,106.88333
Visuni,594,Fell,1915,25.45,70
Chico Mountains,212,Found,1915,29,-103.25
Uvalde,8200,Found,1915,29.2,-99.76667
Rosebud,54900,Found,1915,30.81667,-97.05
Suwa,203,Found,1915,36.03333,138.08333
Shiraiwa,950,Found,1915,39.5,140.2
Albin (pallasite),37600,Found,1915,41.5,-104.1
South Byron,6000,Found,1915,43.03333,-78.03333
Ilinskaya Stanitza,5621,Found,1915,51.23333,57.38333
Cachari,23500,Found,1916,-36.4,-59.5
Mount Magnet,16600,Found,1916,-28.16667,118.5
Pampa de Agua Blanca,10,Found,1916,-24.16667,-69.83333
Calivo,2400,Fell,1916,11.75,122.33333
Rampurhat,100,Fell,1916,24.16667,87.76667
Sultanpur,1710.5,Fell,1916,25.93333,84.28333
Okechobee,1000,Found,1916,26.68333,-80.8
Ekh Khera,840,Fell,1916,28.26667,78.78333
Sinai,1455,Fell,1916,30.9,32.48333
Tomita,600,Fell,1916,34.5,133.75
Baxter,611,Fell,1916,36.75,-93.5
Renqiu,355,Fell,1916,38.66667,116.13333
Lost Creek,4018,Found,1916,39.12417,-98.16778
Angelica,14800,Found,1916,44.25,-88.25
Boguslavka,256000,Fell,1916,44.55,131.63333
Petropavlovka,1773,Found,1916,48.2,43.73333
Fillmore,113,Found,1916,49.883333,-103.6
Treysa,63000,Fell,1916,50.91667,9.18333
Annaheim,13500,Found,1916,52.33333,-104.86667
Youanmi,118400,Found,1917,-29.5,118.75
Cranganore,1460,Fell,1917,10.2,76.26667
Ranchapur,290.4,Fell,1917,23.98333,87.08333
Garhi Yasin,380,Fell,1917,27.88333,68.53333
Bluff (b),16000,Found,1917,29.86306,-96.92667
Troup,1020,Fell,1917,32.16667,-95.1
Plainview (1917),700000,Found,1917,34.11667,-101.78333
Tulia (b),4800,Found,1917,34.53333,-101.7
Tulia (a),86000,Found,1917,34.61667,-101.95
Pei Xian,400000,Found,1917,34.7,117
Nan Yang Pao,52900,Fell,1917,35.66667,103.5
Pierceville (iron),100000,Found,1917,37.86667,-100.66667
Sediköy,240,Fell,1917,38.3,27.13333
Independence,880,Fell,1917,39.08333,-94.4
New Almelo,8000,Found,1917,39.66667,-100
Silistra,0.15,Fell,1917,44.11667,27.26667
Colby (Wisconsin),104000,Fell,1917,44.9,-90.28333
Waterville,37125,Found,1917,47.767778,-119.876389
Strathmore,13400,Fell,1917,56.58333,-3.25
Thompson Brook,76.6,Found,1918,-33.61667,115.91667
Donnybrook,414,Found,1918,-33.61667,115.91667
Witklip Farm,22,Fell,1918,-26,30
Barbacena,9026,Found,1918,-21.21667,-43.93333
Yenberrie,132000,Found,1918,-14.25,132.01667
Eustis,502,Found,1918,28.83333,-81.68333
Kimble County,153800,Found,1918,30.41667,-99.4
Tané,905,Fell,1918,35.43333,136.23333
Wood's Mountain,3867,Found,1918,35.68333,-82.18333
Norfork,1050,Fell,1918,36.21667,-92.26667
Logan,1315,Found,1918,36.58333,-100.2
Ogallala,3300,Found,1918,41.16667,-101.66667
Richardton,90000,Fell,1918,46.88333,-102.31667
Saratov,200000,Fell,1918,52.55,46.55
Glasatovo,152000,Fell,1918,57.35,37.61667
Lake Brown,23400,Found,1919,-31,118.5
Otchinjau,30000,Found,1919,-16.5,14
Rembang,10000,Fell,1919,-6.73333,111.36667
Bur-Gheluai,120000,Fell,1919,5,48
Adhi Kot,4239,Fell,1919,32.1,71.8
Somervell County,11800,Found,1919,32.18333,-97.8
Signal Mountain,63500,Found,1919,32.5,-115.5
Zaffra,3000,Found,1919,35,-94.75
Cumberland Falls,17000,Fell,1919,36.83333,-84.35
Anthony,20000,Found,1919,37.08333,-98.05
St. Mary's County,24.3,Fell,1919,38.16667,-76.38333
Raoyang,4910,Fell,1919,38.2,115.7
Cacak,212,Fell,1919,43.83889,20.33333
Freda,268,Found,1919,46.38333,-101.23333
Aguila Blanca,1440,Fell,1920,-30.86667,-64.55
Witchelina,3637,Found,1920,-30,138
Hoba,60000000,Found,1920,-19.58333,17.91667
Chinguetti,4050,Found,1920,20.25,-12.68333
Atarra,1280,Fell,1920,25.25417,80.625
Merua,71400,Fell,1920,25.48333,81.98333
San Francisco Mountains,1700,Found,1920,35,-112
Mayodan,15400,Found,1920,36.38333,-79.86667
Kushiike,4460,Fell,1920,37.05,138.38333
Morrill,1387,Found,1920,42.18333,-103.93333
Tuzla,236,Found,1920,44.01667,28.63333
Wu-chu-mu-ch'in,68860,Found,1920,45.5,118
Unter-Mässing,80000,Found,1920,49.09028,11.33333
Simmern,1222,Fell,1920,49.98333,7.53333
Coolamon,393,Found,1921,-34.81667,147.13333
Vaalbult,11800,Found,1921,-29.75,22.5
Milly Milly,26500,Found,1921,-26.11667,116.66667
Santa Luzia,1918000,Found,1921,-16.26667,-47.95
Uegit,252000,Found,1921,3.81667,43.33333
Tuan Tuc,13100,Fell,1921,9.66667,105.66667
Samelia,2462,Fell,1921,25.66667,74.86667
Shikarpur,3679.7,Fell,1921,25.85,87.5775
El Qoseir,2405,Found,1921,26.28333,34.25
Haripura,315,Fell,1921,28.38333,75.78333
Pitts,3760,Fell,1921,31.95,-83.51667
Beyrout,1100,Fell,1921,33.88333,35.5
Navajo,2184000,Found,1921,35.33333,-109.5
Franklin,9062,Found,1921,36.71667,-86.56667
Sharps,1265,Fell,1921,37.83333,-76.7
Kamioka,30,Found,1921,39.51667,140.36667
Rose City,10600,Fell,1921,44.51667,-83.95
Cold Bay,320,Found,1921,55.18333,-162.55
Morden,2426,Found,1922,-30.5,142.33333
Elsinora,1797,Found,1922,-29.45,143.6
Tieraco Creek,41700,Found,1922,-26.33333,118.33333
Piedade do Bagre,59000,Found,1922,-18.94167,-44.98333
Tjerebon,16500,Fell,1922,-6.66667,106.58333
Florence,3640,Fell,1922,30.83333,-97.76667
Odessa (iron),1600000,Found,1922,31.71667,-102.4
Baldwyn,345,Fell,1922,34.5,-88.66667
Dungannon,13000,Found,1922,36.85,-82.45
Glasgow,20400,Found,1922,37.01667,-85.91667
Mesa Verde Park,3500,Found,1922,37.16667,-108.5
Nagai,1810,Fell,1922,38.12167,140.06167
Patti,12,Fell,1922,38.13333,14.96667
New Baltimore,20000,Found,1922,40,-78.85
Hedeskoga,3500,Fell,1922,55.46667,13.78333
Dalgaranga,12200,Found,1923,-27.71667,117.25
Sierra Sandon,6330,Found,1923,-25.16667,-69.28333
Serra de Magé,1800,Fell,1923,-8.38333,-36.76667
Holetta,1415,Fell,1923,9.06667,38.41667
Nakhon Pathom,23200,Fell,1923,13.73333,100.08333
Birni N'konni,560,Fell,1923,13.76667,5.3
Carbo,454000,Found,1923,29.66667,-111.5
Allen,1407,Found,1923,33.1,-96.7
Savannah,60000,Found,1923,35.16667,-88.18333
Newport,5600,Found,1923,35.6,-91.26667
Woodward County,45500,Found,1923,36.5,-99.5
Coldwater (iron),18400,Found,1923,37.26667,-99.33333
Goodland,3628,Found,1923,39.35,-101.66667
Seneca Township,11500,Found,1923,41.78333,-84.18333
Montferré,149000,Fell,1923,43.39056,1.9625
